,Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
4483,2014070915036,2014-06-24 00:00:00,2014-06-11 14:20:00,JFK,John F. Kennedy International,Aeroflot Russian International,Passenger Property Loss,Checked Baggage,Computer & Accessories,0.0,-
4484,2014070915037,2014-06-24 00:00:00,2014-06-13 13:15:00,PHX,Phoenix Sky Harbor International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Medical/Science,0.0,-
4485,2014070915038,2014-06-24 00:00:00,2014-06-24 05:04:00,MCO,Orlando International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,5.0,Approve in Full
4486,2014070915039,2014-06-24 00:00:00,2014-06-10 00:00:00,JFK,John F. Kennedy International,American Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,0.0,Deny
4487,2014070915040,2014-06-24 00:00:00,2014-06-02 08:30:00,DFW,Dallas-Fort Worth International Airport ,American Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,0.0,-
4488,2014070915041,2014-06-16 00:00:00,2014-05-15 19:30:00,OGG,"Kahului-Maui, HI",American Airlines  ,Passenger Property Loss,Checked Baggage,Crafting & Hobby,50.0,Settle
4489,2014070915042,2014-06-26 00:00:00,2014-06-13 09:15:00,AUS,Austin-Bergstrom International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Cameras; Clothing,0.0,Deny
4490,2014070915043,2014-06-16 00:00:00,2013-05-08 06:00:00,ORD,Chicago O'Hare International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,0.0,-
4491,2014070915044,2014-06-16 00:00:00,2014-04-08 13:00:00,SJC,Norman Y Mineta San Jose International,Volaris Airlines,Passenger Property Loss,Checked Baggage,Clothing,0.0,Deny
4492,2014070915045,2014-06-26 00:00:00,2014-06-13 00:00:00,F,Foreign airport,British Airways  ,Passenger Property Loss,Checked Baggage,-,0.0,-
4493,2014070915046,2014-07-09 00:00:00,2014-05-25 15:00:00,MCO,Orlando International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Medical/Science,1520.0,Settle
4494,2014070915047,2014-06-26 00:00:00,2014-05-27 09:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,0.0,Deny
4495,2014070915048,2014-06-16 00:00:00,2014-05-23 09:00:00,HOU,William P. Hobby,Southwest Airlines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,48.68,Settle
4496,2014070915049,2014-06-26 00:00:00,2014-06-24 12:30:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0.0,Deny
4497,2014070915050,2014-06-16 00:00:00,2014-05-28 07:30:00,LAX,Los Angeles International Airport ,American Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,0.0,Deny
4498,2014070915051,2014-06-16 00:00:00,2014-05-20 14:30:00,MIA,Miami International Airport,American Airlines  ,Property Damage,Checked Baggage,Clothing,0.0,-
4499,2014070915052,2014-06-26 00:00:00,2014-06-09 14:45:00,LAS,McCarran International,Allegiant Air,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0.0,Deny
4500,2014070915053,2014-06-26 00:00:00,2014-06-15 06:55:00,ATL,Hartsfield-Jackson Atlanta International Airport,American Airlines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,0.0,Deny
4501,2014070915054,2014-06-26 00:00:00,2014-05-30 18:00:00,SDF,Louisville International,UAL  ,Passenger Property Loss,Checked Baggage,Clothing,0.0,Deny
4502,2014070915055,2014-06-26 00:00:00,2014-06-08 12:00:00,SJU,Luis Munoz Marin International,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,142.49,Settle
4503,2014070915056,2014-06-26 00:00:00,2014-06-14 09:30:00,MCO,Orlando International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,0.0,Deny
4504,2014070915057,2014-06-21 00:00:00,2014-06-15 00:00:00,CLT,Charlotte/Douglas International Airport,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Personal Accessories,135.0,Settle
4505,2014070915058,2014-06-26 00:00:00,2014-06-23 00:00:00,SAN,San Diego International,Frontier Airlines,Property Damage,Checked Baggage,Travel Accessories,28.52,Approve in Full
4506,2014070915059,2014-06-26 00:00:00,2014-06-15 08:14:00,SJC,Norman Y Mineta San Jose International,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,0.0,Deny
4507,2014070915060,2014-06-26 00:00:00,2014-05-22 05:50:00,LAX,Los Angeles International Airport ,Southwest Airlines  ,Property Damage,Checkpoint,Computer & Accessories,1361.79,Approve in Full
4508,2014070915061,2014-06-20 00:00:00,2014-05-20 00:00:00,JFK,John F. Kennedy International,LOT Polish Airlines  ,Property Damage,Checkpoint,Currency,0.0,-
4509,2014070915062,2014-06-23 00:00:00,2014-06-08 00:00:00,TPA,Tampa International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cameras,0.0,Deny
4510,2014070915063,2014-06-20 00:00:00,2014-05-24 00:00:00,LAX,Los Angeles International Airport ,America West  ,Passenger Property Loss,Checkpoint,Cameras,704.93,Approve in Full
4511,2014070915064,2014-06-19 00:00:00,2014-06-07 00:00:00,PHX,Phoenix Sky Harbor International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Other,0.0,Deny
4512,2014070915065,2014-06-21 00:00:00,2014-05-08 00:00:00,LAX,Los Angeles International Airport ,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Personal Accessories,208.97,Settle
4513,2014070915066,2014-06-19 00:00:00,2014-05-23 00:00:00,MIA,Miami International Airport,American Airlines  ,Property Damage,Checkpoint,Personal Electronics,0.0,-
4514,2014070915067,2014-07-02 00:00:00,2014-06-03 12:00:00,LAX,Los Angeles International Airport ,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,128.3,Approve in Full
4515,2014071015068,2014-06-26 00:00:00,2014-06-19 10:30:00,PHL,Philadelphia International Airport,American Airlines  ,Property Damage,Checked Baggage,Other,0.0,Deny
4516,2014071015069,2014-06-24 00:00:00,2014-06-16 12:15:00,ELM,Elmira Corning International,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.0,-
4517,2014071015070,2014-06-23 00:00:00,2014-06-03 00:00:00,DFW,Dallas-Fort Worth International Airport ,British Airways  ,-,Checked Baggage,Computer & Accessories,0.0,-
4518,2014071015071,2014-06-26 00:00:00,2014-06-08 08:10:00,JAN,Jackson International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Personal Electronics,567.09,Approve in Full
4519,2014071015072,2014-06-23 00:00:00,2014-04-04 18:50:00,OMA,Eppley Airfield,Frontier Airlines,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0.0,Deny
4520,2014071015073,2014-06-26 00:00:00,2014-06-19 06:55:00,RDU,Raleigh-Durham International,American Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,0.0,Deny
4521,2014071015074,2014-06-26 00:00:00,2014-06-04 00:00:00,MIA,Miami International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Other; Personal Electronics,0.0,Deny
4522,2014071015075,2014-06-26 00:00:00,2014-06-15 10:30:00,STL,Lambert St. Louis International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0.0,-
4523,2014071015076,2014-06-24 00:00:00,2014-06-12 12:45:00,DFW,Dallas-Fort Worth International Airport ,American Airlines  ,Passenger Property Loss,Checked Baggage,Personal Electronics,0.0,-
4524,2014071015077,2014-06-26 00:00:00,2014-06-23 14:12:00,ORD,Chicago O'Hare International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Computer & Accessories; Computer & Accessories; Personal Electronics,0.0,Deny
4525,2014071015078,2014-06-24 00:00:00,2014-04-10 00:00:00,PHL,Philadelphia International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,10.0,Approve in Full
4526,2014071015079,2014-06-24 00:00:00,2014-06-15 09:45:00,JAX,Jacksonville International,Jet Blue,Property Damage,Checked Baggage,Baggage/Cases/Purses,50.0,Settle
4527,2014071015080,2014-06-24 00:00:00,2014-05-28 16:10:00,MSY,New Orleans International,Delta Air Lines  ,Personal Injury,Checked Baggage,Audio/Video; Currency; Other; Other; Other,0.0,-
4528,2014071015081,2014-06-24 00:00:00,2013-12-23 00:00:00,SEA,Seattle-Tacoma International,Southwest Airlines  ,Property Damage,Checkpoint,Personal Electronics,120.72,Settle
4529,2014071015082,2014-06-26 00:00:00,2014-06-09 00:00:00,EWR,Newark International Airport,British Airways  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,55.0,Approve in Full
4530,2014071015083,2014-06-24 00:00:00,2014-06-24 00:00:00,PBI,Palm Beach International,Jet Blue,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,0.0,Deny
4531,2014071015084,2014-06-24 00:00:00,2014-05-21 15:30:00,MCO,Orlando International Airport,British Airways  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0.0,Deny
4532,2014071015085,2014-06-24 00:00:00,2014-03-17 00:00:00,LAS,McCarran International,Southwest Airlines  ,Property Damage,Checked Baggage,Personal Electronics,0.0,Deny
4533,2014071015086,2014-06-24 00:00:00,2014-05-19 08:20:00,HOU,William P. Hobby,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,50.0,Approve in Full
4534,2014071015087,2014-06-24 00:00:00,2014-01-22 08:00:00,LAX,Los Angeles International Airport ,Asiana Airlines,Property Damage,Checkpoint,Other,0.0,-
4535,2014071015088,2014-06-24 00:00:00,2014-03-28 00:00:00,SAV,Savannah International,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.0,-
4536,2014071115090,2014-06-26 00:00:00,2014-06-01 21:00:00,IAH,Houston - George Bush Intercontinental Airport,Air China,Property Damage,Checked Baggage,Baggage/Cases/Purses,150.0,Approve in Full
4537,2014071115091,2014-06-27 00:00:00,2014-06-19 21:00:00,JFK,John F. Kennedy International,Virgin Atlantic,Passenger Property Loss,Checked Baggage,Other; Personal Accessories; Personal Electronics,0.0,-
4538,2014071115092,2014-06-27 00:00:00,2014-06-24 08:00:00,RIC,Richmond International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Tools & Home Improvement Supplies,0.0,Deny
4539,2014071115093,2014-06-27 00:00:00,2014-05-17 00:00:00,EAU,Chippewa Valley Regional Airport,UAL  ,Property Damage,Checked Baggage,Cameras,0.0,Deny
4540,2014071115094,2014-06-24 00:00:00,2014-06-15 00:00:00,RDU,Raleigh-Durham International,Southwest Airlines  ,Property Damage,Checkpoint,Baggage/Cases/Purses,0.0,-
4541,2014071115095,2014-07-11 00:00:00,2014-06-13 16:00:00,DCA,Ronald Reagan Washington National Airport,Alaska Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,60.0,Approve in Full
4542,2014071115096,2014-06-27 00:00:00,2014-05-28 18:40:00,MIA,Miami International Airport,Aerolineas Argentinas,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0.0,-
4543,2014071115097,2014-06-24 00:00:00,2014-05-21 00:00:00,LAS,McCarran International,UAL  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,0.0,Deny
4544,2014071115098,2014-06-27 00:00:00,2014-06-20 13:00:00,LAS,McCarran International,USAir  ,Property Damage,Checked Baggage,Other,0.0,Deny
4545,2014071115099,2014-06-24 00:00:00,2014-06-03 13:00:00,JFK,John F. Kennedy International,Jet Blue,Property Damage,Checked Baggage,Home Decor,0.0,-
4546,2014071115100,2014-06-27 00:00:00,2014-06-26 06:49:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,143.99,Approve in Full
4547,2014071115102,2014-06-27 00:00:00,2014-06-25 12:00:00,LAS,McCarran International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Clothing,0.0,Deny
4548,2014071115103,2014-06-25 00:00:00,2014-06-24 05:45:00,BNA,Nashville International,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.0,-
4549,2014071115104,2014-07-11 00:00:00,2014-06-05 00:00:00,TPA,Tampa International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming; Medical/Science,0.0,Deny
4550,2014071115105,2014-06-23 00:00:00,2014-04-14 14:00:00,LAX,Los Angeles International Airport ,UAL  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,222.28,Approve in Full
4551,2014071115106,2014-06-23 00:00:00,2014-04-08 00:00:00,MIA,Miami International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,0.0,-
4552,2014071115107,2014-06-29 00:00:00,2014-06-04 05:20:00,RDU,Raleigh-Durham International,American Airlines  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,0.0,-
4553,2014071115108,2014-06-27 00:00:00,2014-05-24 00:00:00,MIA,Miami International Airport,Lufthansa  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0.0,-
4554,2014071115109,2014-06-27 00:00:00,2014-06-25 18:30:00,LAS,McCarran International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0.0,Deny
4555,2014071115110,2014-06-27 00:00:00,2014-05-30 00:00:00,EGE,Eagle County Regional,UAL  ,Property Damage,Checked Baggage,Computer & Accessories,0.0,Deny
4556,2014071415111,2014-06-30 00:00:00,2014-06-28 10:00:00,MCO,Orlando International Airport,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Clothing,135.0,Approve in Full
4557,2014071415112,2014-06-30 00:00:00,2014-05-26 04:30:00,DTW,Detroit Metropolitan Wayne County Airport,UAL  ,Property Damage,Checkpoint,Other,45.0,Approve in Full
4558,2014071415113,2014-06-27 00:00:00,2014-06-25 17:20:00,IAH,Houston - George Bush Intercontinental Airport,Frontier Airlines,Passenger Property Loss,Checkpoint,Personal Electronics,0.0,-
4559,2014071415114,2014-06-30 00:00:00,2014-06-20 05:05:00,BTV,"Burlington, VT",USAir  ,Property Damage,Checked Baggage,Food & Drink,0.0,-
4560,2014071415115,2014-06-27 00:00:00,2014-06-02 11:16:00,MDW,Midway International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Other,75.0,Approve in Full
4561,2014071415116,2014-06-27 00:00:00,2014-06-26 05:00:00,EWR,Newark International Airport,UAL  ,Passenger Property Loss,Checkpoint,Medical/Science,0.0,-
4562,2014071415117,2014-06-27 00:00:00,2014-06-24 13:30:00,MIA,Miami International Airport,-,Property Damage,Checkpoint,Personal Accessories,0.0,-
4563,2014071415118,2014-06-27 00:00:00,2014-06-22 20:30:00,AUS,Austin-Bergstrom International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Currency,0.0,-
4564,2014071415119,2014-06-24 00:00:00,2014-05-24 12:00:00,DAL,Dallas Love Field,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,36.98,Approve in Full
4565,2014071415120,2014-06-27 00:00:00,2014-06-22 09:25:00,MSY,New Orleans International,American Airlines  ,Passenger Property Loss,Checked Baggage,Currency,0.0,Deny
4566,2014071415121,2014-06-30 00:00:00,2014-06-27 05:15:00,FLL,Ft. Lauderdale-Hollywood International,Jet Blue,Passenger Property Loss,Checkpoint,Other,0.0,-
4567,2014071415122,2014-06-24 00:00:00,2014-04-30 08:00:00,MDW,Midway International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Home Decor,0.0,-
4568,2014071415123,2014-06-27 00:00:00,2014-05-30 13:00:00,DAY,James M. Cox Dayton International,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.0,Deny
4569,2014071415124,2014-06-29 00:00:00,2014-06-13 09:35:00,IWA,Mesa-Gateway Airport,Allegiant Air,Property Damage,Checkpoint,Jewelry & Watches,135.0,Approve in Full
4570,2014071415125,2014-06-24 00:00:00,2014-05-22 09:30:00,PHX,Phoenix Sky Harbor International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cameras,0.0,Deny
4571,2014071415126,2014-06-27 00:00:00,2014-03-15 00:00:00,BOS,Boston (Logan) International Airport ,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming; Personal Accessories,0.0,-
4572,2014071415127,2014-06-24 00:00:00,2014-06-06 00:00:00,SFO,San Francisco International,UAL  ,Passenger Property Loss,Checked Baggage,Clothing,0.0,-
4573,2014071415128,2014-06-27 00:00:00,2014-06-09 08:40:00,AUS,Austin-Bergstrom International Airport,Southwest Airlines  ,Property Damage,Checkpoint,Personal Electronics,193.77,Settle
4574,2014071415129,2014-06-30 00:00:00,2014-06-21 10:00:00,MCO,Orlando International Airport,UAL  ,Passenger Property Loss,Checkpoint,Other,116.5,Approve in Full
4575,2014071415130,2014-06-30 00:00:00,2014-06-14 10:00:00,LFT,Lafayette Regional,American Airlines  ,Passenger Property Loss,Checked Baggage,Other,0.0,Deny
4576,2014071415131,2014-06-27 00:00:00,2014-06-08 13:30:00,OAK,Metropolitan Oakland International,Southwest Airlines  ,Property Damage,Checkpoint,-,72.29,Settle
4577,2014071415132,2014-06-27 00:00:00,2014-03-23 08:00:00,LAS,McCarran International,USAir  ,Property Damage,Checkpoint,Jewelry & Watches,1250.0,Approve in Full
4578,2014071415133,2014-06-27 00:00:00,2014-06-13 11:30:00,LAS,McCarran International,American Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing,0.0,Deny
4579,2014071415134,2014-06-28 00:00:00,2014-06-21 13:30:00,RNO,Reno/Tahoe International,Alaska Airlines  ,Property Damage,Checkpoint,Personal Accessories,34.0,Approve in Full
4580,2014071415135,2014-06-27 00:00:00,2014-06-25 18:30:00,MIA,Miami International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Personal Electronics,0.0,-
4581,2014071415136,2014-06-27 00:00:00,2014-06-18 18:50:00,JFK,John F. Kennedy International,Turkish Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,574.5,Settle
4582,2014071415137,2014-06-30 00:00:00,2014-06-03 00:00:00,PHX,Phoenix Sky Harbor International,USAir  ,Passenger Property Loss,Checked Baggage,Travel Accessories,25.77,Approve in Full
4583,2014071415138,2014-06-27 00:00:00,2014-06-23 11:30:00,BOS,Boston (Logan) International Airport ,Jet Blue,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Clothing,0.0,-
4584,2014071415139,2014-06-27 00:00:00,2014-06-24 00:00:00,LAS,McCarran International,UAL  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,125.0,Approve in Full
4585,2014071415140,2014-06-27 00:00:00,2014-06-14 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Personal Electronics,0.0,-
4586,2014071415141,2014-06-24 00:00:00,2014-05-31 06:00:00,ROC,Greater Rochester International,American Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.0,-
4587,2014071415142,2014-06-24 00:00:00,2014-06-08 00:00:00,BOS,Boston (Logan) International Airport ,Jet Blue,Property Damage,Checked Baggage,Household Items,0.0,-
4588,2014071415143,2014-06-24 00:00:00,2014-04-30 10:41:00,RNO,Reno/Tahoe International,-,Property Damage,Checked Baggage,Household Items,0.0,-
